instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
574,2011-01-26,1,0,1,2,0,3,1,3,0.22,0.2273,0.69,0.194,3,7,10
575,2011-01-26,1,0,1,5,0,3,1,3,0.2,0.1818,0.86,0.2836,0,1,1
576,2011-01-26,1,0,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836,0,8,8
577,2011-01-26,1,0,1,7,0,3,1,3,0.22,0.2121,0.87,0.2985,1,29,30
578,2011-01-26,1,0,1,8,0,3,1,3,0.22,0.2121,0.87,0.2985,3,69,72
579,2011-01-26,1,0,1,9,0,3,1,3,0.22,0.2121,0.87,0.2985,3,55,58
580,2011-01-26,1,0,1,10,0,3,1,3,0.22,0.2121,0.93,0.2836,2,26,28
581,2011-01-26,1,0,1,11,0,3,1,3,0.22,0.197,0.93,0.3284,6,35,41
582,2011-01-26,1,0,1,12,0,3,1,3,0.22,0.197,0.93,0.3284,7,41,48
583,2011-01-26,1,0,1,13,0,3,1,3,0.22,0.197,0.93,0.3284,4,43,47
584,2011-01-26,1,0,1,14,0,3,1,3,0.22,0.197,0.93,0.3582,0,36,36
585,2011-01-26,1,0,1,15,0,3,1,3,0.22,0.1818,0.93,0.4627,1,42,43
586,2011-01-26,1,0,1,16,0,3,1,4,0.22,0.197,0.93,0.3284,1,35,36
587,2011-01-26,1,0,1,17,0,3,1,3,0.2,0.1818,0.93,0.3582,0,26,26
588,2011-01-27,1,0,1,16,0,4,1,1,0.22,0.2273,0.55,0.194,1,23,24
589,2011-01-27,1,0,1,17,0,4,1,1,0.22,0.2424,0.55,0.1045,2,82,84
590,2011-01-27,1,0,1,18,0,4,1,1,0.2,0.2273,0.69,0.0896,3,101,104
591,2011-01-27,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,3,76,79
592,2011-01-27,1,0,1,20,0,4,1,1,0.18,0.2121,0.74,0.0896,4,55,59
593,2011-01-27,1,0,1,21,0,4,1,1,0.18,0.2121,0.74,0.0896,2,36,38
594,2011-01-27,1,0,1,22,0,4,1,1,0.18,0.2121,0.74,0.0896,0,27,27
595,2011-01-27,1,0,1,23,0,4,1,1,0.18,0.197,0.8,0.1642,0,16,16
596,2011-01-28,1,0,1,0,0,5,1,2,0.2,0.2121,0.75,0.1343,0,9,9
597,2011-01-28,1,0,1,1,0,5,1,2,0.2,0.2121,0.75,0.1343,1,2,3
598,2011-01-28,1,0,1,2,0,5,1,2,0.2,0.2121,0.75,0.1642,0,2,2
599,2011-01-28,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,1,0,1
600,2011-01-28,1,0,1,5,0,5,1,2,0.18,0.2121,0.8,0.1045,0,4,4
601,2011-01-28,1,0,1,6,0,5,1,2,0.18,0.197,0.8,0.1343,0,16,16
602,2011-01-28,1,0,1,7,0,5,1,2,0.16,0.197,0.86,0.0896,2,58,60
603,2011-01-28,1,0,1,8,0,5,1,2,0.16,0.197,0.86,0.0896,2,155,157
604,2011-01-28,1,0,1,9,0,5,1,3,0.18,0.2121,0.86,0.0896,6,95,101
605,2011-01-28,1,0,1,10,0,5,1,3,0.18,0.2121,0.86,0.1045,0,49,49
606,2011-01-28,1,0,1,11,0,5,1,3,0.18,0.2121,0.93,0.1045,0,30,30
607,2011-01-28,1,0,1,12,0,5,1,3,0.18,0.2121,0.93,0.1045,1,28,29
608,2011-01-28,1,0,1,13,0,5,1,3,0.18,0.2121,0.93,0.1045,0,31,31
609,2011-01-28,1,0,1,14,0,5,1,3,0.22,0.2727,0.8,0,2,36,38
610,2011-01-28,1,0,1,15,0,5,1,2,0.2,0.2576,0.86,0,1,40,41
611,2011-01-28,1,0,1,16,0,5,1,1,0.22,0.2727,0.8,0,10,70,80
612,2011-01-28,1,0,1,17,0,5,1,1,0.24,0.2424,0.75,0.1343,2,147,149
613,2011-01-28,1,0,1,18,0,5,1,1,0.24,0.2273,0.75,0.194,2,107,109
614,2011-01-28,1,0,1,19,0,5,1,2,0.24,0.2424,0.75,0.1343,5,84,89
615,2011-01-28,1,0,1,20,0,5,1,2,0.24,0.2273,0.7,0.194,1,61,62
616,2011-01-28,1,0,1,21,0,5,1,2,0.22,0.2273,0.75,0.1343,1,57,58
617,2011-01-28,1,0,1,22,0,5,1,1,0.24,0.2121,0.65,0.3582,0,26,26
618,2011-01-28,1,0,1,23,0,5,1,1,0.24,0.2273,0.6,0.2239,1,22,23
619,2011-01-29,1,0,1,0,0,6,0,1,0.22,0.197,0.64,0.3582,2,26,28
620,2011-01-29,1,0,1,1,0,6,0,1,0.22,0.2273,0.64,0.194,0,20,20
621,2011-01-29,1,0,1,2,0,6,0,1,0.22,0.2273,0.64,0.1642,0,15,15
622,2011-01-29,1,0,1,3,0,6,0,1,0.2,0.2121,0.64,0.1343,3,5,8
623,2011-01-29,1,0,1,4,0,6,0,1,0.16,0.1818,0.69,0.1045,1,2,3
624,2011-01-29,1,0,1,6,0,6,0,1,0.16,0.1818,0.64,0.1343,0,2,2
625,2011-01-29,1,0,1,7,0,6,0,1,0.16,0.1818,0.59,0.1045,1,4,5
626,2011-01-29,1,0,1,8,0,6,0,1,0.18,0.197,0.55,0.1642,3,31,34
627,2011-01-29,1,0,1,9,0,6,0,1,0.18,0.2121,0.59,0.0896,0,34,34
628,2011-01-29,1,0,1,10,0,6,0,2,0.18,0.2121,0.64,0.1045,4,51,55
629,2011-01-29,1,0,1,11,0,6,0,2,0.18,0.197,0.64,0.1343,4,60,64
630,2011-01-29,1,0,1,12,0,6,0,2,0.2,0.197,0.59,0.194,12,66,78
631,2011-01-29,1,0,1,13,0,6,0,2,0.22,0.2273,0.55,0.1642,9,56,65
632,2011-01-29,1,0,1,14,0,6,0,2,0.22,0.2273,0.6,0.1343,10,89,99
633,2011-01-29,1,0,1,15,0,6,0,1,0.22,0.2121,0.69,0.2537,22,98,120
634,2011-01-29,1,0,1,16,0,6,0,1,0.24,0.2424,0.6,0.1642,19,88,107
635,2011-01-29,1,0,1,17,0,6,0,1,0.24,0.2879,0.6,0,9,82,91
636,2011-01-29,1,0,1,18,0,6,0,1,0.22,0.2273,0.69,0.1343,9,59,68
637,2011-01-29,1,0,1,19,0,6,0,2,0.22,0.2121,0.69,0.2537,6,52,58
638,2011-01-29,1,0,1,20,0,6,0,1,0.18,0.2121,0.74,0.0896,1,42,43
639,2011-01-29,1,0,1,21,0,6,0,1,0.18,0.2121,0.74,0.0896,1,35,36
640,2011-01-29,1,0,1,22,0,6,0,1,0.16,0.197,0.8,0.0896,4,28,32
641,2011-01-29,1,0,1,23,0,6,0,1,0.16,0.197,0.8,0.0896,3,30,33
642,2011-01-30,1,0,1,0,0,0,0,1,0.16,0.1818,0.8,0.1045,0,33,33
643,2011-01-30,1,0,1,1,0,0,0,1,0.14,0.2121,0.8,0,7,22,29
644,2011-01-30,1,0,1,2,0,0,0,1,0.16,0.2273,0.8,0,1,10,11
645,2011-01-30,1,0,1,3,0,0,0,1,0.14,0.2121,0.93,0,1,7,8
646,2011-01-30,1,0,1,4,0,0,0,1,0.14,0.2121,0.93,0,0,1,1
647,2011-01-30,1,0,1,5,0,0,0,1,0.14,0.2121,0.86,0,0,3,3
648,2011-01-30,1,0,1,7,0,0,0,1,0.14,0.2121,0.86,0,0,3,3
649,2011-01-30,1,0,1,8,0,0,0,2,0.14,0.2121,0.86,0,1,11,12
650,2011-01-30,1,0,1,9,0,0,0,2,0.16,0.2273,0.8,0,4,34,38
651,2011-01-30,1,0,1,10,0,0,0,2,0.18,0.2424,0.8,0,7,57,64
652,2011-01-30,1,0,1,11,0,0,0,1,0.22,0.2727,0.75,0,9,50,59
653,2011-01-30,1,0,1,12,0,0,0,1,0.3,0.3182,0.52,0.1045,10,87,97
654,2011-01-30,1,0,1,13,0,0,0,1,0.28,0.2879,0.61,0.1045,13,71,84
655,2011-01-30,1,0,1,14,0,0,0,1,0.28,0.303,0.61,0.0896,18,104,122
656,2011-01-30,1,0,1,15,0,0,0,1,0.3,0.3333,0.56,0,14,95,109
657,2011-01-30,1,0,1,16,0,0,0,1,0.3,0.3333,0.56,0,19,104,123
658,2011-01-30,1,0,1,17,0,0,0,1,0.3,0.2879,0.56,0.194,6,71,77
659,2011-01-30,1,0,1,18,0,0,0,1,0.26,0.2576,0.65,0.1642,8,57,65
660,2011-01-30,1,0,1,19,0,0,0,1,0.26,0.2576,0.65,0.194,9,46,55
661,2011-01-30,1,0,1,20,0,0,0,2,0.26,0.2727,0.65,0.1045,3,30,33
662,2011-01-30,1,0,1,21,0,0,0,2,0.24,0.2424,0.7,0.1642,3,25,28
663,2011-01-30,1,0,1,22,0,0,0,2,0.24,0.2273,0.7,0.194,2,19,21
664,2011-01-30,1,0,1,23,0,0,0,2,0.24,0.2121,0.65,0.2836,5,16,21
665,2011-01-31,1,0,1,0,0,1,1,2,0.24,0.2273,0.65,0.2239,1,6,7
666,2011-01-31,1,0,1,1,0,1,1,1,0.22,0.2121,0.64,0.2537,2,5,7
667,2011-01-31,1,0,1,2,0,1,1,1,0.22,0.2273,0.64,0.194,0,1,1
668,2011-01-31,1,0,1,3,0,1,1,1,0.22,0.2273,0.64,0.194,0,2,2
669,2011-01-31,1,0,1,4,0,1,1,1,0.2,0.197,0.59,0.2239,0,2,2
670,2011-01-31,1,0,1,5,0,1,1,1,0.18,0.1667,0.64,0.2836,0,8,8
671,2011-01-31,1,0,1,6,0,1,1,1,0.16,0.1364,0.69,0.3284,0,37,37
672,2011-01-31,1,0,1,7,0,1,1,2,0.16,0.1364,0.64,0.2836,1,71,72
673,2011-01-31,1,0,1,8,0,1,1,2,0.16,0.1364,0.59,0.2836,3,182,185
674,2011-01-31,1,0,1,9,0,1,1,2,0.16,0.1364,0.59,0.2985,0,112,112
675,2011-01-31,1,0,1,10,0,1,1,2,0.16,0.1515,0.59,0.194,1,68,69
676,2011-01-31,1,0,1,11,0,1,1,2,0.16,0.1515,0.59,0.194,2,46,48
677,2011-01-31,1,0,1,12,0,1,1,2,0.18,0.2121,0.55,0.1045,6,62,68
678,2011-01-31,1,0,1,13,0,1,1,2,0.16,0.2273,0.59,0,2,52,54
679,2011-01-31,1,0,1,14,0,1,1,2,0.18,0.197,0.55,0.1343,1,85,86
680,2011-01-31,1,0,1,15,0,1,1,2,0.16,0.1818,0.59,0.1343,3,41,44
681,2011-01-31,1,0,1,16,0,1,1,2,0.16,0.1818,0.56,0.194,3,83,86
682,2011-01-31,1,0,1,17,0,1,1,2,0.16,0.1515,0.59,0.194,6,155,161
683,2011-01-31,1,0,1,18,0,1,1,2,0.16,0.1515,0.55,0.2239,3,153,156
684,2011-01-31,1,0,1,19,0,1,1,1,0.3,0.3182,0.61,0.1045,3,108,111
685,2011-01-31,1,0,1,20,0,1,1,3,0.16,0.1667,0.59,0.1642,0,78,78
686,2011-01-31,1,0,1,21,0,1,1,3,0.16,0.197,0.59,0.0896,3,53,56
687,2011-01-31,1,0,1,22,0,1,1,2,0.16,0.1818,0.59,0.1045,0,34,34
688,2011-01-31,1,0,1,23,0,1,1,2,0.16,0.197,0.64,0.0896,2,15,17
689,2011-02-01,1,0,2,0,0,2,1,2,0.16,0.1818,0.64,0.1045,2,6,8
690,2011-02-01,1,0,2,1,0,2,1,2,0.16,0.1818,0.69,0.1045,0,3,3
691,2011-02-01,1,0,2,2,0,2,1,2,0.16,0.2273,0.69,0,0,2,2
692,2011-02-01,1,0,2,3,0,2,1,2,0.16,0.2273,0.69,0,0,2,2
693,2011-02-01,1,0,2,5,0,2,1,3,0.14,0.2121,0.93,0,0,3,3
694,2011-02-01,1,0,2,6,0,2,1,3,0.14,0.2121,0.93,0,0,22,22
695,2011-02-01,1,0,2,7,0,2,1,3,0.16,0.2273,0.93,0,0,52,52
696,2011-02-01,1,0,2,8,0,2,1,3,0.16,0.2273,0.93,0,3,132,135
697,2011-02-01,1,0,2,9,0,2,1,2,0.16,0.2273,0.93,0,2,114,116
698,2011-02-01,1,0,2,10,0,2,1,2,0.16,0.2273,0.93,0,0,47,47
699,2011-02-01,1,0,2,11,0,2,1,2,0.18,0.2424,0.86,0,2,49,51
700,2011-02-01,1,0,2,12,0,2,1,2,0.2,0.2576,0.86,0,2,53,55
701,2011-02-01,1,0,2,13,0,2,1,2,0.2,0.2576,0.86,0,3,49,52
702,2011-02-01,1,0,2,14,0,2,1,2,0.22,0.2576,0.8,0.0896,5,49,54
703,2011-02-01,1,0,2,15,0,2,1,2,0.24,0.2879,0.75,0,7,45,52
704,2011-02-01,1,0,2,16,0,2,1,2,0.24,0.2424,0.75,0.1343,3,61,64
705,2011-02-01,1,0,2,17,0,2,1,2,0.24,0.2879,0.75,0,4,172,176
706,2011-02-01,1,0,2,18,0,2,1,2,0.24,0.2576,0.81,0.1045,3,165,168
707,2011-02-01,1,0,2,19,0,2,1,2,0.24,0.2424,0.81,0.1343,3,105,108
708,2011-02-01,1,0,2,20,0,2,1,2,0.22,0.2273,0.87,0.1343,5,69,74
709,2011-02-01,1,0,2,21,0,2,1,2,0.22,0.2273,0.87,0.1343,0,64,64
710,2011-02-01,1,0,2,22,0,2,1,2,0.22,0.2576,0.87,0.0896,2,34,36
711,2011-02-01,1,0,2,23,0,2,1,3,0.2,0.197,0.93,0.194,1,15,16
712,2011-02-02,1,0,2,0,0,3,1,3,0.22,0.2424,0.93,0.1045,0,2,2
713,2011-02-02,1,0,2,1,0,3,1,3,0.22,0.2273,0.93,0.194,0,3,3
714,2011-02-02,1,0,2,2,0,3,1,3,0.22,0.2273,0.93,0.1343,4,0,4
715,2011-02-02,1,0,2,3,0,3,1,3,0.22,0.2273,0.93,0.1343,0,1,1
716,2011-02-02,1,0,2,4,0,3,1,3,0.22,0.2121,0.93,0.2836,0,1,1
717,2011-02-02,1,0,2,5,0,3,1,3,0.22,0.2424,0.93,0.1045,0,3,3
718,2011-02-02,1,0,2,6,0,3,1,3,0.22,0.2424,0.93,0.1045,1,17,18
719,2011-02-02,1,0,2,7,0,3,1,3,0.22,0.2121,0.93,0.2239,1,48,49
720,2011-02-02,1,0,2,8,0,3,1,3,0.22,0.2121,0.93,0.2239,1,154,155
721,2011-02-02,1,0,2,9,0,3,1,2,0.24,0.2576,0.93,0.0896,4,119,123
722,2011-02-02,1,0,2,10,0,3,1,2,0.22,0.2727,1,0,2,59,61
723,2011-02-02,1,0,2,11,0,3,1,2,0.24,0.2273,0.93,0.194,5,47,52
724,2011-02-02,1,0,2,12,0,3,1,2,0.24,0.2273,0.93,0.2239,3,61,64
725,2011-02-02,1,0,2,13,0,3,1,1,0.34,0.3333,0.93,0.1642,1,74,75
726,2011-02-02,1,0,2,14,0,3,1,1,0.38,0.3939,0.82,0.3881,2,61,63
727,2011-02-02,1,0,2,15,0,3,1,1,0.38,0.3939,0.76,0.3284,10,66,76
728,2011-02-02,1,0,2,16,0,3,1,1,0.36,0.3333,0.71,0.2985,8,95,103
729,2011-02-02,1,0,2,17,0,3,1,1,0.36,0.3182,0.53,0.5224,7,183,190
730,2011-02-02,1,0,2,18,0,3,1,1,0.34,0.2879,0.42,0.5522,7,175,182
731,2011-02-02,1,0,2,19,0,3,1,1,0.28,0.2424,0.45,0.4925,3,88,91
732,2011-02-02,1,0,2,20,0,3,1,1,0.24,0.197,0.48,0.5522,4,71,75
733,2011-02-02,1,0,2,21,0,3,1,1,0.22,0.197,0.47,0.3284,1,62,63
734,2011-02-02,1,0,2,22,0,3,1,1,0.22,0.2121,0.44,0.2537,5,35,40
735,2011-02-02,1,0,2,23,0,3,1,1,0.2,0.1667,0.44,0.4478,3,29,32
736,2011-02-03,1,0,2,0,0,4,1,1,0.2,0.1667,0.4,0.4478,1,11,12
737,2011-02-03,1,0,2,1,0,4,1,1,0.2,0.1515,0.44,0.5224,0,5,5
738,2011-02-03,1,0,2,2,0,4,1,1,0.18,0.1667,0.43,0.2537,0,2,2
739,2011-02-03,1,0,2,3,0,4,1,1,0.18,0.1667,0.43,0.2537,0,1,1
740,2011-02-03,1,0,2,5,0,4,1,1,0.16,0.1364,0.5,0.2985,0,2,2
741,2011-02-03,1,0,2,6,0,4,1,1,0.16,0.1364,0.43,0.3582,0,39,39
742,2011-02-03,1,0,2,7,0,4,1,1,0.14,0.1212,0.5,0.3284,1,86,87
743,2011-02-03,1,0,2,8,0,4,1,1,0.14,0.1212,0.5,0.3582,4,184,188
744,2011-02-03,1,0,2,9,0,4,1,1,0.16,0.1364,0.47,0.2985,6,127,133
745,2011-02-03,1,0,2,10,0,4,1,1,0.18,0.1515,0.43,0.3284,2,50,52
746,2011-02-03,1,0,2,11,0,4,1,1,0.18,0.1364,0.43,0.4478,9,55,64
747,2011-02-03,1,0,2,12,0,4,1,1,0.2,0.1818,0.4,0.3582,2,67,69
748,2011-02-03,1,0,2,13,0,4,1,1,0.2,0.1667,0.4,0.4179,4,47,51
749,2011-02-03,1,0,2,14,0,4,1,1,0.22,0.197,0.37,0.3881,4,43,47
750,2011-02-03,1,0,2,15,0,4,1,1,0.22,0.197,0.37,0.3284,4,56,60
751,2011-02-03,1,0,2,16,0,4,1,1,0.22,0.2121,0.37,0.2537,5,73,78
752,2011-02-03,1,0,2,17,0,4,1,1,0.2,0.197,0.4,0.194,5,170,175
753,2011-02-03,1,0,2,18,0,4,1,1,0.2,0.2121,0.4,0.1642,2,145,147
754,2011-02-03,1,0,2,19,0,4,1,1,0.2,0.2576,0.4,0,4,92,96
755,2011-02-03,1,0,2,20,0,4,1,1,0.2,0.2273,0.47,0.0896,1,108,109
756,2011-02-03,1,0,2,21,0,4,1,1,0.18,0.2121,0.55,0.1045,1,53,54
757,2011-02-03,1,0,2,22,0,4,1,1,0.18,0.2121,0.51,0.0896,2,39,41
758,2011-02-03,1,0,2,23,0,4,1,1,0.2,0.2273,0.47,0.1045,4,34,38
759,2011-02-04,1,0,2,0,0,5,1,2,0.2,0.2576,0.44,0,3,10,13
760,2011-02-04,1,0,2,1,0,5,1,2,0.16,0.2273,0.59,0,0,7,7
761,2011-02-04,1,0,2,2,0,5,1,2,0.14,0.1667,0.63,0.1045,0,1,1
762,2011-02-04,1,0,2,3,0,5,1,2,0.14,0.1667,0.63,0.1045,0,1,1
763,2011-02-04,1,0,2,5,0,5,1,2,0.14,0.1515,0.63,0.1343,0,7,7
764,2011-02-04,1,0,2,6,0,5,1,2,0.16,0.2273,0.55,0,2,26,28
765,2011-02-04,1,0,2,7,0,5,1,1,0.14,0.2121,0.59,0,0,87,87
766,2011-02-04,1,0,2,8,0,5,1,1,0.14,0.1515,0.74,0.1343,3,217,220
767,2011-02-04,1,0,2,9,0,5,1,2,0.16,0.1818,0.8,0.1343,3,124,127
768,2011-02-04,1,0,2,10,0,5,1,2,0.2,0.2121,0.51,0.1343,5,46,51
769,2011-02-04,1,0,2,11,0,5,1,1,0.22,0.2273,0.51,0.1642,3,61,64
770,2011-02-04,1,0,2,12,0,5,1,2,0.24,0.2424,0.48,0.1642,8,78,86
771,2011-02-04,1,0,2,13,0,5,1,2,0.26,0.2576,0.5,0.2239,9,73,82
772,2011-02-04,1,0,2,14,0,5,1,2,0.28,0.2727,0.45,0.1642,15,76,91
773,2011-02-04,1,0,2,15,0,5,1,2,0.28,0.2727,0.48,0.2537,9,81,90
774,2011-02-04,1,0,2,16,0,5,1,2,0.3,0.2879,0.42,0.2239,8,91,99
775,2011-02-04,1,0,2,17,0,5,1,2,0.26,0.2727,0.56,0.1343,10,195,205
776,2011-02-04,1,0,2,18,0,5,1,2,0.24,0.2576,0.6,0.1045,3,152,155
777,2011-02-04,1,0,2,19,0,5,1,2,0.24,0.2424,0.65,0.1343,1,102,103
778,2011-02-04,1,0,2,20,0,5,1,2,0.24,0.2424,0.65,0.1642,2,69,71
779,2011-02-04,1,0,2,21,0,5,1,2,0.24,0.2424,0.7,0.1642,2,41,43
780,2011-02-04,1,0,2,22,0,5,1,2,0.24,0.2424,0.65,0.1642,1,45,46
781,2011-02-04,1,0,2,23,0,5,1,2,0.24,0.2424,0.7,0.1343,1,30,31
782,2011-02-05,1,0,2,0,0,6,0,2,0.24,0.2424,0.7,0.1642,3,36,39
783,2011-02-05,1,0,2,1,0,6,0,2,0.24,0.2424,0.65,0.1642,1,17,18
784,2011-02-05,1,0,2,2,0,6,0,2,0.24,0.2424,0.75,0.1642,5,12,17
785,2011-02-05,1,0,2,3,0,6,0,2,0.24,0.2424,0.75,0.1642,1,10,11
786,2011-02-05,1,0,2,4,0,6,0,3,0.22,0.2273,0.93,0.1343,0,8,8
787,2011-02-05,1,0,2,5,0,6,0,3,0.2,0.2273,1,0.0896,0,9,9
788,2011-02-05,1,0,2,6,0,6,0,3,0.2,0.2576,1,0,0,4,4
789,2011-02-05,1,0,2,7,0,6,0,3,0.22,0.2576,0.93,0.0896,0,4,4
790,2011-02-05,1,0,2,8,0,6,0,3,0.2,0.2273,1,0.0896,0,10,10
791,2011-02-05,1,0,2,9,0,6,0,3,0.2,0.2273,1,0.0896,3,17,20
792,2011-02-05,1,0,2,10,0,6,0,3,0.2,0.2121,1,0.1343,3,31,34
793,2011-02-05,1,0,2,11,0,6,0,3,0.22,0.2273,1,0.1343,1,46,47
794,2011-02-05,1,0,2,12,0,6,0,3,0.22,0.2273,1,0.1642,10,42,52
795,2011-02-05,1,0,2,13,0,6,0,3,0.22,0.2273,1,0.1642,10,62,72
796,2011-02-05,1,0,2,14,0,6,0,3,0.22,0.2727,1,0,5,50,55
797,2011-02-05,1,0,2,15,0,6,0,3,0.22,0.2727,1,0,11,49,60
798,2011-02-05,1,0,2,16,0,6,0,3,0.22,0.2273,1,0.1343,8,63,71
799,2011-02-05,1,0,2,17,0,6,0,2,0.24,0.2121,1,0.2836,14,64,78
800,2011-02-05,1,0,2,18,0,6,0,2,0.28,0.2424,0.93,0.4478,2,81,83
801,2011-02-05,1,0,2,19,0,6,0,2,0.28,0.2424,0.93,0.4478,6,78,84
802,2011-02-05,1,0,2,20,0,6,0,1,0.3,0.2879,0.87,0.2537,5,64,69
803,2011-02-05,1,0,2,21,0,6,0,1,0.26,0.2576,1,0.194,3,53,56
804,2011-02-05,1,0,2,22,0,6,0,1,0.26,0.2727,0.93,0.1343,2,43,45
805,2011-02-05,1,0,2,23,0,6,0,1,0.26,0.2576,0.93,0.2239,7,52,59
806,2011-02-06,1,0,2,0,0,0,0,1,0.26,0.2576,0.7,0.194,2,37,39
807,2011-02-06,1,0,2,1,0,0,0,1,0.26,0.2273,0.65,0.4179,4,40,44
808,2011-02-06,1,0,2,2,0,0,0,1,0.26,0.2273,0.6,0.3284,0,20,20
809,2011-02-06,1,0,2,3,0,0,0,1,0.26,0.2879,0.6,0.0896,3,10,13
810,2011-02-06,1,0,2,4,0,0,0,1,0.26,0.2273,0.6,0.3582,0,2,2
811,2011-02-06,1,0,2,5,0,0,0,1,0.26,0.2576,0.6,0.2239,0,1,1
812,2011-02-06,1,0,2,6,0,0,0,1,0.26,0.2576,0.6,0.2239,0,1,1
813,2011-02-06,1,0,2,7,0,0,0,1,0.24,0.2424,0.65,0.1642,0,8,8
814,2011-02-06,1,0,2,8,0,0,0,1,0.24,0.2576,0.65,0.1045,2,21,23
815,2011-02-06,1,0,2,9,0,0,0,1,0.28,0.2879,0.56,0.1045,7,38,45
816,2011-02-06,1,0,2,10,0,0,0,1,0.3,0.2879,0.52,0.2537,15,74,89
817,2011-02-06,1,0,2,11,0,0,0,1,0.32,0.303,0.49,0.2537,28,89,117
818,2011-02-06,1,0,2,12,0,0,0,1,0.34,0.3333,0.46,0,48,126,174
819,2011-02-06,1,0,2,13,0,0,0,1,0.34,0.3636,0.46,0,47,135,182
820,2011-02-06,1,0,2,14,0,0,0,1,0.34,0.3485,0.46,0.0896,47,114,161
821,2011-02-06,1,0,2,15,0,0,0,1,0.34,0.3485,0.46,0.0896,52,130,182
822,2011-02-06,1,0,2,16,0,0,0,1,0.34,0.3485,0.49,0.1045,42,115,157
823,2011-02-06,1,0,2,17,0,0,0,1,0.34,0.3636,0.46,0,24,97,121
824,2011-02-06,1,0,2,18,0,0,0,1,0.3,0.303,0.56,0.1642,13,65,78
825,2011-02-06,1,0,2,19,0,0,0,1,0.28,0.2879,0.61,0.1343,1,20,21
826,2011-02-06,1,0,2,20,0,0,0,1,0.28,0.2879,0.61,0.1045,5,21,26
827,2011-02-06,1,0,2,21,0,0,0,1,0.26,0.303,0.6,0,5,22,27
828,2011-02-06,1,0,2,22,0,0,0,1,0.26,0.303,0.6,0,5,57,62
829,2011-02-06,1,0,2,23,0,0,0,1,0.24,0.2879,0.65,0,4,26,30
830,2011-02-07,1,0,2,0,0,1,1,1,0.24,0.2879,0.65,0,1,14,15
831,2011-02-07,1,0,2,1,0,1,1,1,0.22,0.2727,0.75,0,1,4,5
832,2011-02-07,1,0,2,2,0,1,1,1,0.2,0.2576,0.8,0,0,3,3
833,2011-02-07,1,0,2,3,0,1,1,1,0.2,0.2576,0.86,0,0,1,1
834,2011-02-07,1,0,2,4,0,1,1,1,0.2,0.2576,0.86,0,1,1,2
835,2011-02-07,1,0,2,5,0,1,1,1,0.2,0.2576,0.86,0,1,9,10
836,2011-02-07,1,0,2,6,0,1,1,1,0.18,0.2424,0.93,0,1,29,30
837,2011-02-07,1,0,2,7,0,1,1,1,0.18,0.2424,0.86,0,6,89,95
838,2011-02-07,1,0,2,8,0,1,1,2,0.16,0.2273,1,0,7,223,230
839,2011-02-07,1,0,2,9,0,1,1,1,0.22,0.2727,0.8,0,3,115,118
840,2011-02-07,1,0,2,10,0,1,1,1,0.24,0.2576,0.75,0.1045,6,49,55
841,2011-02-07,1,0,2,11,0,1,1,1,0.3,0.3182,0.65,0.0896,11,36,47
842,2011-02-07,1,0,2,12,0,1,1,2,0.32,0.3485,0.62,0,7,59,66
843,2011-02-07,1,0,2,13,0,1,1,2,0.36,0.3636,0.57,0.0896,10,54,64
844,2011-02-07,1,0,2,14,0,1,1,2,0.36,0.3636,0.57,0.0896,8,52,60
845,2011-02-07,1,0,2,15,0,1,1,2,0.38,0.3939,0.54,0.0896,4,46,50
846,2011-02-07,1,0,2,16,0,1,1,2,0.36,0.3485,0.57,0.1343,16,98,114
847,2011-02-07,1,0,2,17,0,1,1,2,0.32,0.3182,0.7,0.1642,9,207,216
848,2011-02-07,1,0,2,18,0,1,1,2,0.34,0.3333,0.66,0.1343,5,170,175
849,2011-02-07,1,0,2,19,0,1,1,2,0.32,0.3485,0.7,0,5,123,128
850,2011-02-07,1,0,2,20,0,1,1,2,0.32,0.3333,0.7,0.1045,6,82,88
851,2011-02-07,1,0,2,21,0,1,1,1,0.32,0.3485,0.7,0,3,75,78
852,2011-02-07,1,0,2,22,0,1,1,1,0.28,0.303,0.81,0.0896,3,34,37
853,2011-02-07,1,0,2,23,0,1,1,2,0.3,0.3333,0.81,0,6,19,25
854,2011-02-08,1,0,2,0,0,2,1,2,0.28,0.3182,0.87,0,4,6,10
855,2011-02-08,1,0,2,1,0,2,1,2,0.28,0.3182,0.87,0,0,4,4
856,2011-02-08,1,0,2,2,0,2,1,2,0.26,0.2727,0.93,0.1045,1,1,2
857,2011-02-08,1,0,2,3,0,2,1,3,0.28,0.2727,0.93,0.1642,0,1,1
858,2011-02-08,1,0,2,4,0,2,1,1,0.26,0.2576,0.93,0.1642,0,3,3
859,2011-02-08,1,0,2,5,0,2,1,1,0.26,0.2273,0.81,0.3284,0,2,2
860,2011-02-08,1,0,2,6,0,2,1,1,0.26,0.2273,0.7,0.3284,0,39,39
861,2011-02-08,1,0,2,7,0,2,1,1,0.24,0.197,0.65,0.4179,3,97,100
862,2011-02-08,1,0,2,8,0,2,1,1,0.24,0.197,0.56,0.4925,7,236,243
